tagName,Count,Excerpt
"sparc","55","Relates to the SPARC architecture of CPUs, originally designed by Sun Microsystems and intended to run the Solaris operating system. Similar to the UltraSPARC CPU line, the terms ""sparc"" and ""UltraSPARC"" are frequently interchangeable."
"syntax","55",""
"offline-files","55",""
"maven","55","Maven is a build tool primarily for compiling, building, testing, and deploying Java artifacts and managing their dependencies."
"outlook-2013","55","For questions specific to Microsoft Outlook 2013 (version 15)."
"lync-2013","55",""
"apache-1.3","55","Version 1.x of the Apache HTTP Server."
"ubuntu-11.10","55","ubuntu 11.10 Oneiric Ocelot "
"amazon-lightsail","55","Virtual Private Server (VPS) platform from Amazon Web Services"
"buffer","54",""
"windows-2000","54","Windows 2000 is a family of Microsoft operating systems comprising four editions, Windows 2000 Professional, Server, Advanced Server and Datacenter Server.  It was the successor to NT 4.0 and offered a very long list of new features and improvements.  Windows 2000 went RTM on December 15, 1999 and to general release on February 17, 2000.  It is no longer supported, and went End-of-Life on July 13, 2010."
"spn","54","a service principal name (SPN) that is used to identify an instance of a service in a particular domain"
"masquerade","54",""
"htop","54","htop is an interactive process viewer for Linux. It is a text-mode application (for console or X terminals) and requires ncurses."
"exchange-hybrid","54","An Microsoft Exchange hybrid deployment offers organizations the ability to extend the feature-rich experience and administrative control they have with their existing on-premises Microsoft Exchange organization to the cloud."
"vpn-client","54",""
"avahi","54","Avahi is a free zeroconf implementation - A service discovery protocol. It can be used to find services on a network and also to publish services to be found by other Zeroconf clients."
"service-pack","54",""
"headers","54","Probably not the tag you want, please use something more specific like http-headers or smtp-headers."
"conf","54",""
"eth0","54",""
"cryptography","54",""
"jmeter","54","Apache JMeter is open source software, a 100% pure Java desktop application designed to load test functional behavior and measure performance. It was originally designed for testing Web Applications but has since expanded to other test functions."
"display","54",""
"mod-php","54",""
"tuning","54",""
"legacy","54",""
"development","54",""
"x11forwarding","54",""
"hyperthreading","53",""
"build-server","53",""
"vsphere-client","53",""
"sid","53",""
"login-script","53",""
"rtmp","53",""
"network-teaming","53",""
"tmux","53",""
"lua","53","Lua is a lightweight, embeddable, multi-paradigm, dynamically-typed programming languague."
"litespeed","53",""
"dcom","53","MS Windows Distributed Component Object Model. DCOM is Microsoft's approach to a network-wide environment for program and data objects. It is similar to CORBA"
"apparmor","53","AppArmor (""Application Armor"") is a mandatory access control (MAC) like security system for Linux. It is designed to work with standard Unix discretionary access control (DAC) permissions while being easy to use and deploy, by allowing an admin to confine only specific applications."
"pureftpd","53",""
"spdy","53","SPDY (pronounced ""SPeeDY""), now HTTP/2, is a networking protocol whose goal is to speed up delivery of web pages"
"ssmtp","53",""
"check-mk","53","Check_MK is an extension to the Nagios monitoring system that enables a Python interface and allows better scalability."
"vpc-peering","53","A VPC peering connection is a networking connection between two VPCs that enables you to route traffic between them using private IPv4 addresses or IPv6 addresses."
"microsoft-intune","52","Microsoft Intune is Microsoft's Mobile Device Management (MDM) platform."
"ocsp","52","Online Certificate Status Protocol (OCSP) is a protocol used for validation of x509 certificates in a PKI system.  Most OCSP implementations ingest certificate revocation lists (CRLs) from Certificate Authorities (CAs), create an internally signed database called a proof set, and then produce OCSP using the proofs."
"ingress","52",""
"mv","52","mv is a move/rename file in Linux"
"usb-boot","52",""
"clock-synchronization","52",""
"thin","52","Thin is an EventMachine-based web server written in Ruby for running Rack-based web apps."
"socat","52",""
"full-text-search","52",""
"svnserve","52",""
"disk-cache","52","Disk-cache: reserved area in RAM to speed-up disk access  "
"bonjour","52","Bonjour, also known as zero-configuration networking, enables automatic discovery of computers, devices, and services on IP networks using industry standard IP protocols. "
"text","52",""
"defaults","52",""
"sms","51","SMS is Short Message Service, a message of up to 160 bytes sent to or from a mobile phone; a text message."
"draytek","51",""
"mstsc","51","Remote Desktop Connection (RDC, also called Remote Desktop, formerly known as Microsoft Terminal Services Client, or mstsc) is the client application for Remote Desktop Services. It allows a user to remotely log in to a networked computer running the terminal services server. "
"interrupts","51",""
"microsoft-office-2007","51","A productivity suite released by Microsoft in January 2007. It was offered in eight editions, and contained updated editions of twelve applications. Office 2007 can only be run on Windows computers, and contains only 32-bit applications. It is the successor to Office 2003, and was succeeded by Office 2010."
"pgp","51","Pretty Good Privacy (PGP)"
"shared-storage","51",""
"lag","51",""
"srv-record","51",""
"ms-office-communicator","51","The predecessor to Lync."
"database-connection","51",""
